node,node,weight
共青场,音乐学院楼,4
团委,法学院楼,2
华闵餐厅,桃李园广场,1
化学实验楼,信息楼,6
实验B楼,国际教育中心,7
丽娃浴室,法学院楼,3
河东浴室,柳长桥,7
校医院,心理健康教育与咨询中心,10
综合体育馆,本科生公寓3号楼,9
研究生公寓2号楼,心中书社,1
信息化办公室,群贤堂,8
柳长桥,西操场,7
虹梅路警卫室,群贤堂,8
校史馆,田径场,2
校园警卫室,丽娃湖,4
本科生公寓5号楼,法学院楼,7
化学实验楼,人文学院楼,6
虹梅路警卫室,梅陇井,8
共青场,本科生公寓2号楼,8
中北校区大门,第二教学楼,4
图书馆逸夫楼,团委,9
银之春西餐厅,物理楼,4
秋林阁,法学院楼,7
学生资助管理中心,行政楼,5
化学实验楼,人事处,2
游泳馆,实验教学中心,9
心理与认知科学学院楼,中北校区大门,7
体育健康楼,银之春西餐厅,2
群贤堂,科技处,4
第四教学楼,研究生公寓1号楼,9
教育学部楼,外语学院楼,4
银之春西餐厅,校园警卫室,3
校史馆,梅陇井,3
莲花路警卫室,本科生公寓1号楼,3
中北校区大门,秋林阁,1
丽娃湖,田径场,2
本科生公寓1号楼,本科生公寓5号楼,5
资产管理处,群贤堂,2
教育学部楼,足球场,6
SPF实验动物中心,行政楼,7
科技处,校园警卫室,5
申云轩餐厅,学术交流中心,6
物理信息楼,第一教学楼,6
足球场,本科生公寓6号楼,10
西操场,外语学院楼,9
数统楼,河口海岸大楼,4
审计处,第二教学楼,1
排球场,实验A楼,5
法学院楼,研究生公寓3号楼,10
审计处,闵行校区大门,8
后勤保障部,校史馆,2
华闵餐厅,梅陇井,6
思群堂,信息楼,4
商学院楼,信息楼,6
足球场,研究生公寓3号楼,9
商学院楼,生命科学学院楼,6
丽娃湖,秋林阁,3
信息楼,法商楼,8
实验A楼,河口海岸大楼,2
翔华书店,研究生公寓4号楼,5
统计学院楼,后勤保障部,5
研究生公寓1号楼,本科生公寓3号楼,6
商学院楼,翔华书店,4
莲花路警卫室,柳长桥,3
审计处,图书馆逸夫楼,2
中北校区大门,翔华书店,7
档案馆,西操场,6
商学院楼,人文学院楼,9
图书馆逸夫楼,SPF实验动物中心,10
东操场,团委,4
申云轩餐厅,百花园餐厅,6
本科生公寓5号楼,本科生公寓2号楼,7
校史馆,河东浴室,9
游泳馆,本科生公寓6号楼,4
法学院楼,物理楼,9
研究生公寓3号楼,国际教育中心,4
崇真书院,河口海岸大楼,7
基建处,科技处,10
本科生公寓1号楼,游泳馆,5
河西食堂,研究生公寓4号楼,6
群贤堂,商学院楼,3
河东食堂,校医院,1
校医院,丽虹桥,8
游泳馆,思群堂,10
研究生公寓4号楼,科技处,3
马克思主义学院楼,物理信息楼,4
学术交流中心,基建处,10
足球场,实验教学中心,3
后勤保障部,校医院,4
丽娃浴室,丽娃食堂,4
研究生公寓1号楼,河口海岸大楼,9
人事处,莲花路警卫室,1
丽虹桥,教育学部楼,4
足球场,校史馆,10
心中书社,物理楼,9
第一教学楼,科技处,6
资产管理处,河西浴室,1
足球场,校医院,3
综合体育馆,丽虹桥,4
柳长桥,基建处,6
校史馆,第一教学楼,7
化学实验楼,本科生公寓6号楼,4
莲花路警卫室,审计处,8
申云轩餐厅,物理楼,10
河东浴室,紫竹广场,6
紫竹广场,后勤保障部,9
计算机中心,本科生公寓1号楼,2
马克思主义学院楼,团委,6
统计学院楼,本科生公寓1号楼,2
虹梅路警卫室,思群堂,9
第三教学楼,校园警卫室,5
科技处,化学实验楼,2
华闵餐厅,生命科学学院楼,10
篮球场,基建处,1
群贤堂,统计学院楼,2
排球场,华闵餐厅,9
心中书社,本科生公寓1号楼,3
丽娃浴室,虹梅路警卫室,4
秋实阁,生物实验楼,5
心理健康教育与咨询中心,河东浴室,10
桃李园广场,档案馆,5
心理与认知科学学院楼,群贤堂,1
闵行图书馆,实验B楼,6
外语学院楼,商学院楼,10
紫竹广场,本科生公寓4号楼,8
信息化办公室,综合体育馆,7
华闵餐厅,美术学院楼,4
研究生公寓4号楼,法学院楼,10
行政楼,后勤保障部,5
综合体育馆,排球场,7
秋实阁,心理健康教育与咨询中心,5
体育健康楼,申云轩餐厅,7
实验A楼,研究生公寓2号楼,5
学生活动中心,游泳馆,8
丽虹桥,思群堂,9
丽娃湖,心理健康教育与咨询中心,8
研究生公寓1号楼,莲花路警卫室,7
学校办公室,校史馆,5
田径场,外语学院楼,3
游泳馆,闵行图书馆,10
地理馆,校园警卫室,3
学校办公室,百花园餐厅,6
丽娃浴室,紫竹广场,1
校园警卫室,研究生公寓4号楼,1
翔华书店,科技处,1
人文学院楼,行政楼,1
综合体育馆,河西浴室,7
本科生公寓5号楼,审计处,4
紫竹广场,莲花路警卫室,10
本科生公寓6号楼,河东浴室,2
信息化办公室,后勤保障部,8
河西食堂,游泳馆,5
学术交流中心,美术学院楼,9
秋林阁,审计处,2
科技处,美术学院楼,10
崇真书院,心理健康教育与咨询中心,7
研究生公寓2号楼,第三教学楼,10
美术学院楼,人文学院楼,9
思群堂,生命科学学院楼,2
闵行校区大门,心理与认知科学学院楼,9
信息楼,本科生公寓6号楼,7
河西浴室,第三教学楼,7
本科生公寓1号楼,丽虹桥,7
资产管理处,实验B楼,6
实验A楼,秋实阁,4
河西食堂,河口海岸大楼,10
体育健康楼,丽虹桥,10
排球场,校史馆,5
立体停车库,河东食堂,9
校园警卫室,中北校区大门,7
河西食堂,学校办公室,4
人文学院楼,篮球场,2
河口海岸大楼,法学院楼,2
本科生公寓6号楼,虹梅路警卫室,1
柳长桥,丽娃浴室,1
后勤保障部,虹梅路警卫室,2
生物实验楼,音乐学院楼,7
心中书社,马克思主义学院楼,6
梅陇井,东操场,10
数统楼,银之春西餐厅,8
学生活动中心,中北校区大门,10
心中书社,第三教学楼,1
生命科学学院楼,马克思主义学院楼,5
计算机中心,信息楼,9
信息楼,体育健康楼,4
桃李园广场,物理信息楼,3
闵行图书馆,第二教学楼,6
商学院楼,第一教学楼,7
图书馆逸夫楼,法学院楼,5
银之春西餐厅,实验B楼,4
丽娃湖,翔华书店,9
研究生公寓2号楼,马克思主义学院楼,4
实验教学中心,数统楼,2
群贤堂,实验A楼,6
音乐学院楼,人事处,9
秋林阁,行政楼,4
SPF实验动物中心,人事处,10
群贤堂,丽娃河,2
秋实阁,计算机中心,7
校史馆,法学院楼,1
河东浴室,立体停车库,5
群贤堂,思群堂,6
群贤堂,河东食堂,4
学术交流中心,柳长桥,1
丽娃浴室,商学院楼,4
秋林阁,研究生公寓3号楼,3
桃李园广场,国际教育中心,3
国际教育中心,审计处,7
信息化办公室,西操场,5
基建处,秋实阁,5
第二教学楼,立体停车库,5
美术学院楼,河西浴室,8
本科生公寓2号楼,科技处,10
研究生公寓1号楼,中北校区大门,1
法商楼,资产管理处,2
物理信息楼,本科生公寓5号楼,6
丽娃湖,崇真书院,8
篮球场,丽娃浴室,7
心理健康教育与咨询中心,第四教学楼,2
研究生公寓4号楼,商学院楼,6
丽娃湖,思群堂,10
信息化办公室,第二教学楼,2
本科生公寓1号楼,紫竹广场,9
群贤堂,秋实阁,9
生物实验楼,团委,2
物理楼,河西食堂,4
物理楼,商学院楼,5
信息化办公室,体育健康楼,8
河西浴室,法商楼,1
第一教学楼,综合体育馆,10
美术学院楼,西操场,4
校医院,田径场,4
丽娃浴室,科技处,3
本科生公寓2号楼,地理馆,4
物理楼,信息楼,7
校医院,行政楼,7
立体停车库,心理与认知科学学院楼,10
河西浴室,丽娃河,1
基建处,梅陇井,9
银之春西餐厅,法商楼,2
河东食堂,学术交流中心,2
SPF实验动物中心,紫竹广场,4
思群堂,心理与认知科学学院楼,3
研究生公寓3号楼,统计学院楼,5
翔华书店,群贤堂,6
基建处,河口海岸大楼,4
计算机中心,生物实验楼,8
篮球场,校史馆,3
共青场,河西食堂,7
桃李园广场,翔华书店,3
校园警卫室,实验教学中心,8
基建处,第一教学楼,5
学生活动中心,共青场,5
综合体育馆,校园警卫室,8
SPF实验动物中心,秋林阁,9
信息楼,足球场,10
教育学部楼,共青场,2
本科生公寓1号楼,音乐学院楼,10
本科生公寓6号楼,基建处,8
后勤保障部,马克思主义学院楼,9
翔华书店,心理健康教育与咨询中心,4
闵行校区大门,河口海岸大楼,10
生物实验楼,信息化办公室,3
信息楼,秋实阁,10
青年教师公寓,校园警卫室,7
研究生公寓3号楼,物理楼,7
思群堂,后勤保障部,7
校史馆,河东食堂,10
音乐学院楼,河口海岸大楼,1
第一教学楼,信息楼,2
心理健康教育与咨询中心,图书馆逸夫楼,6
统计学院楼,物理楼,3
翔华书店,国际教育中心,4
人事处,审计处,2
研究生公寓2号楼,翔华书店,6
学生资助管理中心,研究生公寓3号楼,10
统计学院楼,丽虹桥,8
秋林阁,人事处,5
科技处,法学院楼,5
闵行校区大门,本科生公寓6号楼,10
学生活动中心,实验A楼,9
档案馆,本科生公寓3号楼,5
美术学院楼,化学实验楼,1
青年教师公寓,梅陇井,9
心理与认知科学学院楼,青年教师公寓,3
人事处,西操场,5
校史馆,SPF实验动物中心,5
闵行校区大门,第一教学楼,2
商学院楼,本科生公寓5号楼,6
研究生公寓4号楼,图书馆逸夫楼,2
数统楼,人文学院楼,8
行政楼,化学实验楼,3
计算机中心,河东浴室,1
资产管理处,柳长桥,1
本科生公寓1号楼,研究生公寓4号楼,7
法学院楼,青年教师公寓,6
游泳馆,人文学院楼,8
游泳馆,梅陇井,10
生物实验楼,研究生公寓2号楼,2
崇真书院,第二教学楼,9
本科生公寓2号楼,秋实阁,10
柳长桥,研究生公寓1号楼,9
计算机中心,申云轩餐厅,6
计算机中心,河西浴室,3
实验教学中心,科技处,9
美术学院楼,青年教师公寓,4
数统楼,华闵餐厅,10
百花园餐厅,信息化办公室,1
法商楼,中北校区大门,4
崇真书院,美术学院楼,10
东操场,学术交流中心,7
丽娃河,闵行图书馆,8
学校办公室,闵行图书馆,8
丽娃湖,统计学院楼,2
后勤保障部,音乐学院楼,1
学校办公室,地理馆,10
资产管理处,基建处,8
华闵餐厅,审计处,7
本科生公寓6号楼,数统楼,10
第四教学楼,闵行图书馆,1
物理信息楼,学生资助管理中心,2
河西食堂,团委,5
教育学部楼,档案馆,2
心理健康教育与咨询中心,游泳馆,10
中北校区大门,团委,2
本科生公寓6号楼,综合体育馆,3
人事处,学生资助管理中心,1
生命科学学院楼,人事处,7
第一教学楼,心中书社,1
学生活动中心,SPF实验动物中心,4
生物实验楼,河口海岸大楼,3
立体停车库,心中书社,8
本科生公寓2号楼,马克思主义学院楼,10
生物实验楼,人事处,2
化学实验楼,物理信息楼,9
青年教师公寓,东操场,8
学生活动中心,田径场,5
信息化办公室,实验A楼,4
研究生公寓2号楼,审计处,10
美术学院楼,梅陇井,2
第一教学楼,资产管理处,7
心中书社,东操场,6
学生活动中心,地理馆,3
统计学院楼,图书馆逸夫楼,4
美术学院楼,审计处,8
综合体育馆,田径场,5
审计处,学生资助管理中心,3
档案馆,人事处,9
心中书社,篮球场,8
共青场,翔华书店,2
东操场,法学院楼,2
人文学院楼,莲花路警卫室,6
申云轩餐厅,西操场,10
群贤堂,数统楼,1
综合体育馆,实验A楼,10
申云轩餐厅,研究生公寓3号楼,10
丽娃河,研究生公寓4号楼,1
学术交流中心,心中书社,9
柳长桥,崇真书院,9
地理馆,闵行校区大门,8
生命科学学院楼,学生活动中心,6
研究生公寓2号楼,法商楼,10
柳长桥,闵行图书馆,6
音乐学院楼,化学实验楼,3
百花园餐厅,本科生公寓2号楼,4
人事处,本科生公寓4号楼,8
翔华书店,丽娃河,10
学术交流中心,丽娃河,2
本科生公寓4号楼,华闵餐厅,9
团委,体育健康楼,2
莲花路警卫室,信息化办公室,10
团委,秋林阁,10
秋林阁,银之春西餐厅,7
本科生公寓5号楼,后勤保障部,4
柳长桥,银之春西餐厅,10
青年教师公寓,群贤堂,9
百花园餐厅,丽娃食堂,10
地理馆,SPF实验动物中心,8
闵行校区大门,学生资助管理中心,10
立体停车库,丽虹桥,9
校医院,闵行校区大门,8
河东浴室,本科生公寓2号楼,6
法商楼,河东食堂,1
物理信息楼,心理与认知科学学院楼,2
后勤保障部,数统楼,8
本科生公寓2号楼,教育学部楼,4
图书馆逸夫楼,计算机中心,6
丽娃河,统计学院楼,2
丽娃浴室,本科生公寓5号楼,8
丽娃食堂,法商楼,3
商学院楼,学生活动中心,4
河西浴室,群贤堂,9
思群堂,立体停车库,7
华闵餐厅,柳长桥,7
行政楼,综合体育馆,8
法商楼,足球场,1
西操场,基建处,8
华闵餐厅,第一教学楼,2
闵行图书馆,崇真书院,6
第四教学楼,河东浴室,4
法商楼,研究生公寓4号楼,10
地理馆,东操场,6
群贤堂,梅陇井,5
物理楼,秋林阁,2
校史馆,信息楼,5
音乐学院楼,河西浴室,10
莲花路警卫室,本科生公寓6号楼,9
人事处,行政楼,2
心理与认知科学学院楼,华闵餐厅,3
丽娃食堂,学生活动中心,4
崇真书院,法学院楼,5
后勤保障部,青年教师公寓,1
生物实验楼,后勤保障部,10
足球场,中北校区大门,9
生物实验楼,学校办公室,2
思群堂,本科生公寓5号楼,4
研究生公寓2号楼,本科生公寓5号楼,5
信息楼,实验教学中心,1
校史馆,研究生公寓3号楼,7
心理与认知科学学院楼,田径场,10
信息楼,河西食堂,10
研究生公寓2号楼,人事处,2
思群堂,校园警卫室,9
丽虹桥,研究生公寓1号楼,6
美术学院楼,研究生公寓3号楼,3
河西食堂,本科生公寓2号楼,3
丽娃湖,第三教学楼,9
图书馆逸夫楼,心理与认知科学学院楼,1
秋实阁,研究生公寓3号楼,2
审计处,统计学院楼,9
心中书社,统计学院楼,7
研究生公寓3号楼,西操场,2
秋实阁,中北校区大门,4
商学院楼,闵行图书馆,10
实验教学中心,SPF实验动物中心,8
篮球场,西操场,10
银之春西餐厅,第三教学楼,3
学术交流中心,西操场,3
柳长桥,科技处,7
物理楼,立体停车库,6
足球场,实验A楼,10
档案馆,学生资助管理中心,8
河东食堂,地理馆,9
心中书社,申云轩餐厅,2
田径场,统计学院楼,2
第二教学楼,游泳馆,5
中北校区大门,崇真书院,7
体育健康楼,生物实验楼,8
资产管理处,秋实阁,7
柳长桥,青年教师公寓,9
桃李园广场,银之春西餐厅,2
人文学院楼,学生活动中心,6
后勤保障部,研究生公寓4号楼,3
SPF实验动物中心,团委,7
共青场,物理信息楼,10
紫竹广场,商学院楼,9
足球场,后勤保障部,5
实验B楼,第三教学楼,2
桃李园广场,生命科学学院楼,5
篮球场,生物实验楼,1
教育学部楼,东操场,7
综合体育馆,学校办公室,6
团委,物理楼,9
翔华书店,资产管理处,6
共青场,华闵餐厅,2
丽娃食堂,丽娃河,7
共青场,生物实验楼,4
第一教学楼,西操场,5
研究生公寓3号楼,河东浴室,6
第三教学楼,排球场,7
本科生公寓4号楼,实验A楼,2
闵行校区大门,统计学院楼,4
本科生公寓4号楼,第二教学楼,9
研究生公寓1号楼,校医院,10
丽娃湖,学生活动中心,1
崇真书院,立体停车库,5
研究生公寓4号楼,本科生公寓2号楼,4
篮球场,第一教学楼,4
排球场,实验教学中心,4
科技处,秋实阁,3
柳长桥,立体停车库,7
研究生公寓2号楼,西操场,6
银之春西餐厅,中北校区大门,9
群贤堂,田径场,9
心理与认知科学学院楼,紫竹广场,4
思群堂,闵行图书馆,10
青年教师公寓,篮球场,10
图书馆逸夫楼,第三教学楼,3
科技处,体育健康楼,10
西操场,丽虹桥,4
学生资助管理中心,法商楼,9
SPF实验动物中心,河东浴室,1
人事处,地理馆,4
校史馆,闵行校区大门,1
信息化办公室,柳长桥,9
丽娃湖,学术交流中心,8
生物实验楼,实验A楼,3
东操场,资产管理处,5
国际教育中心,本科生公寓1号楼,5
河西食堂,紫竹广场,9
本科生公寓4号楼,马克思主义学院楼,8
人事处,青年教师公寓,4
实验教学中心,马克思主义学院楼,5
学术交流中心,中北校区大门,8
校史馆,研究生公寓4号楼,6
校园警卫室,学生资助管理中心,3
翔华书店,信息化办公室,3
后勤保障部,丽娃湖,5
丽娃湖,紫竹广场,4
国际教育中心,紫竹广场,2
百花园餐厅,SPF实验动物中心,9
河西浴室,生命科学学院楼,4
秋林阁,丽虹桥,2
本科生公寓6号楼,研究生公寓1号楼,3
学术交流中心,篮球场,8
丽虹桥,柳长桥,4
计算机中心,丽娃浴室,4
丽娃湖,本科生公寓3号楼,5
游泳馆,物理楼,4
青年教师公寓,河西浴室,7
教育学部楼,秋林阁,10
学生资助管理中心,秋实阁,4
百花园餐厅,学生活动中心,1
共青场,闵行校区大门,4
本科生公寓4号楼,物理楼,10
丽娃食堂,团委,10
法学院楼,莲花路警卫室,8
资产管理处,本科生公寓5号楼,6
足球场,西操场,2
外语学院楼,心理健康教育与咨询中心,6
教育学部楼,信息化办公室,4
信息楼,心理与认知科学学院楼,2
崇真书院,虹梅路警卫室,10
思群堂,数统楼,7
丽娃河,河西食堂,4
排球场,教育学部楼,4
本科生公寓2号楼,柳长桥,1
百花园餐厅,河口海岸大楼,3
校园警卫室,行政楼,8
西操场,资产管理处,8
丽娃河,科技处,4
本科生公寓5号楼,华闵餐厅,1
东操场,外语学院楼,4
化学实验楼,申云轩餐厅,4
丽娃河,丽虹桥,7
思群堂,法商楼,9
申云轩餐厅,河东浴室,7
心中书社,审计处,9
东操场,思群堂,8
本科生公寓3号楼,法学院楼,2
校史馆,物理楼,1
基建处,人事处,9
本科生公寓5号楼,信息楼,5
资产管理处,实验A楼,4
河西浴室,研究生公寓1号楼,5
审计处,丽娃食堂,5
柳长桥,本科生公寓5号楼,5
图书馆逸夫楼,群贤堂,6
本科生公寓2号楼,丽娃湖,2
化学实验楼,综合体育馆,6
校医院,篮球场,3
学术交流中心,信息楼,7
本科生公寓1号楼,秋林阁,8
统计学院楼,西操场,2
校医院,信息楼,2
第三教学楼,闵行图书馆,9
紫竹广场,闵行校区大门,4
中北校区大门,统计学院楼,2
研究生公寓1号楼,法学院楼,3
物理信息楼,本科生公寓4号楼,8
河口海岸大楼,团委,10
本科生公寓2号楼,校医院,5
SPF实验动物中心,丽虹桥,3
图书馆逸夫楼,田径场,3
校医院,立体停车库,6
丽娃食堂,梅陇井,5
学术交流中心,生物实验楼,5
学术交流中心,本科生公寓4号楼,2
秋林阁,桃李园广场,4
审计处,虹梅路警卫室,8
信息化办公室,银之春西餐厅,2
东操场,心理健康教育与咨询中心,7
审计处,河西浴室,10
梅陇井,学术交流中心,2
足球场,化学实验楼,3
学校办公室,档案馆,3
丽虹桥,第四教学楼,8
团委,研究生公寓4号楼,8
生物实验楼,学生活动中心,3
田径场,虹梅路警卫室,2
校园警卫室,心中书社,5
本科生公寓5号楼,学校办公室,5
紫竹广场,生命科学学院楼,3
银之春西餐厅,人事处,7
本科生公寓3号楼,学术交流中心,9
百花园餐厅,审计处,3
篮球场,档案馆,2
校史馆,统计学院楼,6
信息楼,实验B楼,8
行政楼,商学院楼,8
团委,学校办公室,5
综合体育馆,学生活动中心,3
第一教学楼,游泳馆,8
物理楼,柳长桥,4
数统楼,人事处,4
学生资助管理中心,翔华书店,6
校医院,申云轩餐厅,7
生物实验楼,华闵餐厅,4
研究生公寓2号楼,计算机中心,7
莲花路警卫室,校园警卫室,1
本科生公寓4号楼,化学实验楼,8
田径场,华闵餐厅,5
排球场,商学院楼,8
立体停车库,学校办公室,9
莲花路警卫室,学生资助管理中心,5
研究生公寓1号楼,第三教学楼,8
国际教育中心,河西浴室,4
SPF实验动物中心,学生资助管理中心,9
生命科学学院楼,校医院,2
共青场,本科生公寓5号楼,5
丽娃食堂,研究生公寓4号楼,3
丽娃浴室,生命科学学院楼,4
资产管理处,河东食堂,3
足球场,研究生公寓2号楼,9
本科生公寓1号楼,基建处,1
秋实阁,校园警卫室,4
SPF实验动物中心,科技处,9
化学实验楼,群贤堂,2
研究生公寓3号楼,审计处,4
SPF实验动物中心,音乐学院楼,4
丽虹桥,东操场,7
校医院,中北校区大门,7
河口海岸大楼,档案馆,4
信息楼,统计学院楼,6
西操场,心理健康教育与咨询中心,8
学术交流中心,足球场,1
秋实阁,河东浴室,7
闵行校区大门,人事处,8
团委,学生活动中心,1
丽娃浴室,数统楼,8
档案馆,崇真书院,10
紫竹广场,研究生公寓2号楼,4
柳长桥,信息楼,3
本科生公寓1号楼,中北校区大门,8
崇真书院,信息化办公室,2
丽娃湖,法学院楼,3
第二教学楼,音乐学院楼,6
生物实验楼,本科生公寓1号楼,2
立体停车库,法学院楼,3
研究生公寓3号楼,本科生公寓2号楼,3
法商楼,西操场,8
人文学院楼,学术交流中心,6
河口海岸大楼,虹梅路警卫室,4
第二教学楼,申云轩餐厅,6
闵行校区大门,音乐学院楼,3
丽娃浴室,图书馆逸夫楼,4
基建处,心理健康教育与咨询中心,8
校园警卫室,法商楼,9
生命科学学院楼,排球场,1
本科生公寓6号楼,实验教学中心,7
翔华书店,数统楼,9
校园警卫室,丽娃浴室,8
丽娃浴室,莲花路警卫室,7
外语学院楼,中北校区大门,9
丽娃河,后勤保障部,3
研究生公寓3号楼,闵行校区大门,8
物理楼,人文学院楼,6
中北校区大门,河东食堂,8
闵行图书馆,心理健康教育与咨询中心,7
档案馆,秋林阁,7
梅陇井,共青场,7
图书馆逸夫楼,河口海岸大楼,10
校史馆,生物实验楼,2
科技处,河西浴室,6
行政楼,心中书社,1
后勤保障部,心中书社,3
审计处,田径场,4
美术学院楼,丽娃浴室,1
河西食堂,SPF实验动物中心,9
紫竹广场,学生资助管理中心,8
思群堂,银之春西餐厅,4
实验B楼,图书馆逸夫楼,9
柳长桥,群贤堂,2
人文学院楼,团委,8
基建处,学生活动中心,10
西操场,学校办公室,3
科技处,校史馆,4
群贤堂,人文学院楼,7
档案馆,人文学院楼,1
东操场,共青场,3
闵行校区大门,生命科学学院楼,5
商学院楼,秋实阁,5
审计处,丽娃河,3
校史馆,华闵餐厅,5
本科生公寓5号楼,校医院,5
体育健康楼,学术交流中心,9
第一教学楼,立体停车库,1
音乐学院楼,桃李园广场,8
校园警卫室,足球场,8
本科生公寓4号楼,丽娃湖,6
桃李园广场,信息化办公室,2
河口海岸大楼,河东食堂,8
图书馆逸夫楼,音乐学院楼,8
统计学院楼,化学实验楼,10
校园警卫室,西操场,7
华闵餐厅,秋林阁,10
研究生公寓4号楼,丽娃湖,7
马克思主义学院楼,学生资助管理中心,2
紫竹广场,校史馆,1
人文学院楼,紫竹广场,9
教育学部楼,信息楼,4
实验B楼,第二教学楼,10
校园警卫室,体育健康楼,10
本科生公寓3号楼,心理健康教育与咨询中心,3
崇真书院,莲花路警卫室,2
马克思主义学院楼,崇真书院,4
崇真书院,本科生公寓4号楼,1
立体停车库,统计学院楼,10
共青场,柳长桥,8
梅陇井,图书馆逸夫楼,1
篮球场,立体停车库,5
综合体育馆,第三教学楼,10
柳长桥,第一教学楼,1
第四教学楼,审计处,8
河东浴室,团委,3
银之春西餐厅,实验教学中心,10
河东浴室,音乐学院楼,9
河东食堂,虹梅路警卫室,7
本科生公寓2号楼,法商楼,4
国际教育中心,外语学院楼,10
东操场,档案馆,3
信息化办公室,图书馆逸夫楼,1
化学实验楼,物理楼,3
综合体育馆,信息楼,9
学生资助管理中心,第四教学楼,3
美术学院楼,后勤保障部,8
生命科学学院楼,研究生公寓3号楼,9
物理楼,研究生公寓4号楼,7
中北校区大门,第三教学楼,3
秋林阁,科技处,9
化学实验楼,学校办公室,6
崇真书院,人事处,5
美术学院楼,心中书社,2
青年教师公寓,西操场,2
河口海岸大楼,本科生公寓1号楼,9
学校办公室,银之春西餐厅,10
审计处,柳长桥,10
秋林阁,立体停车库,8
本科生公寓2号楼,研究生公寓1号楼,9
河西食堂,档案馆,10
本科生公寓3号楼,本科生公寓2号楼,8
化学实验楼,档案馆,8
研究生公寓2号楼,秋实阁,4
百花园餐厅,田径场,2
柳长桥,本科生公寓3号楼,10
本科生公寓3号楼,第三教学楼,9
足球场,丽娃食堂,2
申云轩餐厅,游泳馆,1
地理馆,共青场,6
国际教育中心,后勤保障部,1
青年教师公寓,河口海岸大楼,9
数统楼,西操场,3
生物实验楼,研究生公寓1号楼,5
第三教学楼,审计处,4
游泳馆,崇真书院,2
河西食堂,本科生公寓1号楼,6
河东食堂,人事处,2
外语学院楼,数统楼,4
秋实阁,档案馆,8
秋林阁,申云轩餐厅,4
法商楼,秋实阁,9
申云轩餐厅,排球场,1
群贤堂,河西食堂,2
闵行校区大门,河东浴室,4
群贤堂,东操场,4
莲花路警卫室,河东食堂,1
柳长桥,排球场,3
心中书社,本科生公寓5号楼,8
莲花路警卫室,银之春西餐厅,10
河西浴室,第四教学楼,8
后勤保障部,实验A楼,6
紫竹广场,西操场,3
桃李园广场,学校办公室,1
国际教育中心,人事处,6
思群堂,研究生公寓1号楼,9
河东浴室,翔华书店,7
百花园餐厅,团委,8
科技处,华闵餐厅,9
综合体育馆,丽娃湖,4
生命科学学院楼,中北校区大门,3
数统楼,学校办公室,1
国际教育中心,秋实阁,4
第二教学楼,国际教育中心,7
丽娃河,信息化办公室,4
西操场,信息楼,10
学生资助管理中心,思群堂,4
图书馆逸夫楼,实验教学中心,2
本科生公寓5号楼,数统楼,8
第一教学楼,研究生公寓1号楼,7
闵行图书馆,学生资助管理中心,7
外语学院楼,青年教师公寓,6
立体停车库,丽娃食堂,5
思群堂,校史馆,4
闵行校区大门,丽娃湖,8
崇真书院,丽娃浴室,10
档案馆,生命科学学院楼,4
第二教学楼,图书馆逸夫楼,7
人事处,第二教学楼,6
研究生公寓1号楼,田径场,9
梅陇井,立体停车库,3
秋实阁,崇真书院,5
秋实阁,人事处,4
SPF实验动物中心,第三教学楼,1
生物实验楼,美术学院楼,8
第一教学楼,SPF实验动物中心,6
闵行校区大门,篮球场,10
本科生公寓2号楼,华闵餐厅,1
学生资助管理中心,华闵餐厅,8
生命科学学院楼,第三教学楼,7
桃李园广场,校史馆,1
国际教育中心,莲花路警卫室,8
数统楼,基建处,2
基建处,华闵餐厅,3
图书馆逸夫楼,教育学部楼,3
立体停车库,第三教学楼,5
教育学部楼,第二教学楼,1
科技处,马克思主义学院楼,4
人文学院楼,思群堂,6
学术交流中心,资产管理处,10
河口海岸大楼,东操场,5
学生活动中心,柳长桥,7
实验B楼,审计处,1
研究生公寓3号楼,第三教学楼,6
统计学院楼,河口海岸大楼,10
东操场,研究生公寓1号楼,8
共青场,国际教育中心,7
第三教学楼,共青场,3
本科生公寓4号楼,河西浴室,10
心中书社,学校办公室,2
莲花路警卫室,商学院楼,6
化学实验楼,图书馆逸夫楼,3
音乐学院楼,校园警卫室,7
闵行图书馆,校医院,1
地理馆,第三教学楼,1
秋林阁,生物实验楼,10
统计学院楼,校园警卫室,7
群贤堂,丽虹桥,7
河东食堂,行政楼,1
美术学院楼,法学院楼,6
统计学院楼,SPF实验动物中心,2
美术学院楼,申云轩餐厅,1
河西食堂,心理与认知科学学院楼,8
人文学院楼,华闵餐厅,5
虹梅路警卫室,研究生公寓3号楼,3
中北校区大门,人事处,4
科技处,虹梅路警卫室,6
法商楼,数统楼,1
化学实验楼,梅陇井,2
教育学部楼,生物实验楼,4
虹梅路警卫室,秋实阁,2
实验A楼,河东食堂,8
本科生公寓4号楼,校医院,7
银之春西餐厅,研究生公寓1号楼,7
秋林阁,河西食堂,1
实验B楼,商学院楼,7
化学实验楼,游泳馆,2
河口海岸大楼,体育健康楼,5
心中书社,研究生公寓3号楼,4
第二教学楼,本科生公寓3号楼,9
丽娃食堂,翔华书店,8
丽虹桥,丽娃湖,8
田径场,马克思主义学院楼,7
地理馆,实验A楼,8
本科生公寓6号楼,生物实验楼,1
马克思主义学院楼,档案馆,4
国际教育中心,第三教学楼,8
丽娃食堂,人文学院楼,6
生命科学学院楼,立体停车库,3
秋实阁,华闵餐厅,3
东操场,银之春西餐厅,3
